t,content,content_tokenized
1,新頭殼newtalk香港反送中抗爭活動持續進行，爆發許多警民衝突，許多市民遭到港警逮捕。昨日傳出一名16歲少女在被拘捕期間，遭港警輪流性侵，甚至懷孕了還被逼墮胎。有醫院急診室醫生今9日出面證實此消息，醫生還被起底投訴和恐嚇滅口。即使香港政府宣布正式撤回逃犯條例，反送中運動仍未平息。近日噩耗頻頻傳出，例如15歲游泳健將陳彥霖莫名成水上浮屍香港科大生周梓樂在警民衝突現場意外墜樓等，許多市民質疑警方執法過當，眾怒難以平息。根據香港網路大典統計，因反送中喪命的個案約有10起。,新 頭 殼 newtalk 香港 反送 中 抗爭 活動 持續 進行 爆發 許多 警民 衝突 許多 市民 遭到 港警 逮捕 昨日 傳出 一名 16 歲 少女 在 被 拘捕 期間 遭 港警 輪流性 侵 甚至 懷孕 了 還 被 逼 墮胎 有 醫院 急診室 醫生 今 9 日 出面 證實 此 消息 醫生 還 被 起底 投訴 和 恐嚇 滅 口 即使 香港政府 宣布 正式 撤回 逃犯 條例 反送 中 運動 仍未 平息 近日 噩耗 頻頻 傳出 例如 15 歲 游泳 健 將 陳彥霖 莫名 成水 上浮 屍 香港 科大 生周 梓樂 在 警民 衝突 現場 意外 墜樓 等 許多 市民 質疑 警方 執法 過 當 眾怒難以 平息 根據 香港 網路 大典 統計 因反 送 中 喪命 的 個案 約 有 10 起
1,沒有媒體敢報導的EnvironmentProgress美國環保團體給蔡英文的一封信中文翻譯httpenvironmentalprogressorgtaiwanletterchinese英文httpenvironmentalprogressorgtaiwanletter總統府10048中華民國台北市中正區重慶南路一段122號,沒有 媒體 敢 報導 的 EnvironmentProgress 美國 環保 團體 給 蔡 英文 的 一封信 中文 翻譯 httpenvironmentalprogressorgtaiwanletterchinese 英文 httpenvironmentalprogressorgtaiwanletter 總統府 10048 中華民國 台北市 中正 區重慶 南路 一段 122 號
1,蔡英文政府下令手機出現中國台灣就撤照，強硬要品牌簽切結,蔡 英文 政府 下令 手機 出現 中國 台灣 就 撤照 強硬 要 品牌 簽切 結
1,電子煙美學者證實會致癌聯合新聞網,電子 煙 美 學者 證實 會 致癌 聯合 新聞 網
1,趕快把悠遊卡拿出來輸入卡片背面右下角的十位數卡號，看看自己有沒有中獎,趕快 把悠 遊卡 拿出 來 輸入 卡片 背面 右下角 的 十位 數卡號 看看 自己 有 沒有 中獎
1,假訊息哈吉貝颱風日本核存廢料污染多吃高鉀食物當心別因為不明訊息造成恐慌httpbitly2ML6RvK,假訊息 哈吉 貝 颱 風 日本 核存 廢料 污染 多 吃 高 鉀 食物 當 心別 因為 不明 訊息 造成 恐慌 httpbitly2ML6RvK
1,來自Google的探索功能,來 自 Google 的 探索 功能
1,請注意高雄垃圾車有裝針孔了，垃圾沒分類會被罰,請 注意 高雄 垃圾 車 有 裝 針 孔 了 垃圾 沒分 類會 被 罰
1,今日免費永久貼圖!趕緊下載,今日 免費 永久 貼圖 趕緊 下載
1,萬聖節免費永久貼圖!趕緊下載,萬 聖節 免費 永久 貼圖 趕緊 下載
1,最近LINE流傳一張謠言圖片，描述這是什麼小學課本內容，是誰讓台灣墮落沈淪或是這種教材已在教壞我們的下一代這樣的訊息內容，國小課本的課文標題是第六課不准拒絕我，最下面還標示我是異性戀我支持婚姻平權。謠言破解,最近 LINE 流傳 一張 謠言 圖片 描述 這 是 什麼 小學 課本 內容 是 誰 讓 台灣 墮落 沈 淪 或是 這種 教材 已在 教壞 我們 的 下一代 這樣 的 訊息 內容 國小 課本 的 課文 標題 是 第六 不准 拒絕 我 最 下面 還 標示 我 是 異性 戀 我 支持 婚姻 平權 謠言 破解
1,今日免費永久貼圖!趕緊下載,今日 免費 永久 貼圖 趕緊 下載
